ident,le_ident,he_ident,length_ft,width_ft,surface,lighted,closed,le_lat,le_lon,he_lat,he_lon,le_heading
KNHK,14,32,9732,200,Permeable,1,0,38.2943,-76.4233,38.2786,-76.3959,126
KNHU,9H,27H,1705,150,Asphalt,0,0,36.9555,-76.3067,36.9558,-76.3008,
KNHU,H1,,75,75,Asphalt,0,0,,,,,
KNHU,H2,,75,75,Asphalt,0,0,,,,,
KNHU,H3,,120,120,Concrete,0,0,,,,,
KNHU,H4,,120,120,Concrete,0,0,,,,,
KNHU,H5,,120,120,Concrete,0,0,,,,,
KNHU,H6,,120,120,Concrete,0,0,,,,,
KNHU,H7,,120,120,Concrete,0,0,,,,,
KNHU,H8,,120,120,Concrete,0,0,,,,,
KNHU,H9,,120,120,Concrete,0,0,,,,,
KNID,03,21,10000,200,Permeable,1,0,35.6756,-117.7080,35.6960,-117.6860,42
KNID,08,26,11199,200,Permeable,1,0,35.6833,-117.7040,35.6830,-117.6780,91
KNID,14,32,9014,200,Permeable,1,0,35.6988,-117.6930,35.6765,-117.6800,154
KNIP,10,28,9003,200,Asphalt,1,0,30.2316,-81.6930,30.2317,-81.6644,101
KNIP,14,32,5978,200,Asphalt,1,0,30.2426,-81.6789,30.2310,-81.6654,135
KNJK,08,26,9503,200,Permeable,1,0,32.8291,-115.6870,32.8292,-115.6560,90
KNJK,12,30,6825,200,Permeable,1,0,32.8298,-115.6720,32.8165,-115.6560,135
KNJM,05,23,3848,96,Matting,1,0,34.6860,-77.0334,34.6943,-77.0247,41
KNJW,13,31,7976,150,Concrete,1,0,32.8038,-88.8410,32.7885,-88.8224,134
KNKT,05L,23R,8489,196,Asphalt,1,0,34.9039,-76.8805,34.9185,-76.8625,46
KNKT,05R,23L,8189,200,Asphalt,1,0,34.8880,-76.8977,34.9038,-76.8782,46
KNKT,14L,32R,8978,200,Asphalt,1,0,34.9197,-76.9000,34.9021,-76.8790,136
KNKT,14R,32L,8397,200,Asphalt,1,0,34.9030,-76.8825,34.8866,-76.8629,136
KNKX,06H,24H,1000,100,Concrete,1,0,32.8633,-117.1301,32.8640,-117.1269,
KNKX,06L,24R,12000,200,Concrete,1,0,32.8646,-117.1648,32.8729,-117.1270,75
KNKX,06R,24L,8001,200,Permeable,1,0,32.8655,-117.1517,32.8710,-117.1265,75
KNKX,10,28,2800,200,Concrete,1,1,32.8684,-117.1360,32.8657,-117.1270,111
KNKX,H1,,100,100,Concrete,0,0,,,,,225
KNKX,H2,,100,100,Concrete,0,0,,,,,225
KNKX,H3,,100,100,Concrete,0,0,,,,,225
KNLC,14L,32R,13502,200,Concrete,1,0,36.3642,-119.9610,36.3303,-119.9420,156
KNLC,14R,32L,13501,200,Concrete,1,0,36.3360,-119.9620,36.3021,-119.9440,156
KNMM,01L,19R,8003,200,Concrete,1,0,32.5304,-88.5711,32.5522,-88.5670,9
KNMM,01R,19L,8000,200,Concrete,1,0,32.5597,-88.5524,32.5815,-88.5483,9
KNMM,10,28,6402,200,Concrete,1,0,32.5489,-88.5545,32.5461,-88.5339,99
KNOG,01,19,8000,200,Permeable,1,0,27.8848,-98.0487,27.9061,-98.0425,15
KNOG,13,31,8001,200,Permeable,1,0,27.9059,-98.0503,27.8904,-98.0327,135
KNOW,07,25,4500,150,Asphalt,1,0,48.1417,-123.4230,48.1409,-123.4050,94
KNPA,01,19,7136,200,Asphalt,1,0,30.3420,-87.3216,30.3615,-87.3191,6
KNPA,07L,25R,8001,200,Asphalt,1,0,30.3508,-87.3291,30.3589,-87.3055,68
KNPA,07R,25L,8000,200,Asphalt,1,0,30.3490,-87.3283,30.3571,-87.3047,68
KNQA,04,22,8001,150,Permeable,1,0,35.3481,-89.8789,35.3652,-89.8620,39
KNQA,14,32,4850,150,Permeable,0,1,35.3594,-89.8725,35.3489,-89.8626,142
KNQA,18,36,4250,200,Permeable,0,1,35.3568,-89.8628,35.3452,-89.8642,186
KNQB,05,23,2915,150,Asphalt,0,0,30.5600,-87.8107,30.5657,-87.8045,43
KNQB,09,27,3000,150,Asphalt,0,0,30.5648,-87.8138,30.5647,-87.8038,91
KNQB,16,34,2915,150,Asphalt,0,0,30.5645,-87.8135,30.5575,-87.8100,157
KNQI,13L,31R,8000,198,Permeable,1,0,27.5139,-97.8153,27.4986,-97.7976,134
KNQI,13R,31L,8000,198,Permeable,1,0,27.5126,-97.8168,27.4972,-97.7991,134
KNQI,17L,35R,8000,197,Permeable,1,0,27.5144,-97.8085,27.4924,-97.8082,179
KNQI,17R,35L,8000,198,Permeable,1,0,27.5144,-97.8106,27.4924,-97.8104,179
KNQX,04,22,7001,150,Permeable,1,0,24.5657,-81.6959,24.5822,-81.6849,32
KNQX,08,26,10001,200,Permeable,1,0,24.5725,-81.7001,24.5805,-81.6713,73
KNQX,14,32,7000,150,Permeable,1,0,24.5790,-81.6923,24.5664,-81.6763,131
KNRA,14,32,5400,200,Concrete,1,0,48.1950,-122.6360,48.1817,-122.6280,156
KNRB,05,23,8001,200,Asphalt,1,0,30.3833,-81.4332,30.3994,-81.4159,43
KNRN,08,26,2117,125,Grass,0,0,39.8458,-99.8979,39.8457,-99.8904,92
KNRN,16,34,4701,60,Concrete,1,0,39.8587,-99.8971,39.8463,-99.8927,165
KNRQ,04L,22R,1800,150,Asphalt,0,0,30.6250,-87.1436,30.6289,-87.1400,39
KNRQ,04R,22L,1800,150,Asphalt,0,0,30.6217,-87.1400,30.6256,-87.1364,39
KNRQ,09L,27R,1800,150,Asphalt,0,0,30.6275,-87.1428,30.6275,-87.1372,90
KNRQ,09R,27L,1800,150,Asphalt,0,0,30.6231,-87.1428,30.6231,-87.1372,90
KNRQ,13L,31R,1800,150,Asphalt,0,0,30.6286,-87.1403,30.6250,-87.1361,135
KNRQ,13R,31L,1800,150,Asphalt,0,0,30.6256,-87.1439,30.6219,-87.1397,135
KNRQ,18L,36R,1800,150,Asphalt,0,0,30.6278,-87.1375,30.6228,-87.1375,180
KNRQ,18R,36L,1800,150,Asphalt,0,0,30.6278,-87.1425,30.6228,-87.1425,180
KNRS,08,26,2241,151,Concrete,0,0,32.5670,-117.1140,32.5654,-117.1070,105
KNRS,09,27,4998,336,Permeable,1,0,32.5679,-117.1230,32.5644,-117.1070,105
KNSE,05,23,6003,200,Asphalt,1,0,30.7153,-87.0330,30.7265,-87.0190,47
KNSE,09,27,6000,200,Asphalt,0,1,30.7219,-87.0375,30.7208,-87.0186,94
KNSE,14,32,6001,200,Asphalt,1,0,30.7302,-87.0284,30.7182,-87.0154,137
KNSE,18,36,6000,200,Asphalt,0,1,30.7278,-87.0267,30.7117,-87.0267,180
KNSI,12,30,10002,200,Permeable,1,0,33.2491,-119.4700,33.2305,-119.4460,133
KNTD,03,21,11102,200,Asphalt,1,0,34.1085,-119.1345,34.1305,-119.1091,44
KNTD,09,27,5502,200,Asphalt,1,0,34.1209,-119.1239,34.1170,-119.1063,105
KNTU,05L,23R,8000,150,Concrete,1,0,36.8149,-76.0425,36.8312,-76.0242,42
KNTU,05R,23L,12001,200,Permeable,1,0,36.8055,-76.0499,36.8299,-76.0225,42
KNTU,14L,32R,8001,150,Concrete,1,0,36.8346,-76.0373,36.8193,-76.0173,133
KNTU,14R,32L,8000,200,Permeable,1,0,36.8332,-76.0386,36.8180,-76.0189,134
KNUC,06,24,9301,200,Concrete,1,0,33.0178,-118.6020,33.0277,-118.5740,67
KNUI,08,26,5000,150,Asphalt,0,0,38.1424,-76.4345,38.1480,-76.4186,66
KNUI,15,33,5000,150,Asphalt,0,0,38.1525,-76.4358,38.1417,-76.4250,142
KNUQ,14L,32R,9197,200,Concrete,1,0,37.4289,-122.0550,37.4055,-122.0430,158
KNUQ,14R,32L,8121,200,Asphalt,1,0,37.4252,-122.0550,37.4061,-122.0452,158
KNUW,07,25,7999,200,Concrete,1,0,48.3513,-122.6730,48.3524,-122.6400,87
KNUW,14,32,8001,200,Concrete,0,0,48.3617,-122.6630,48.3419,-122.6480,155
KNVD,02,20,5000,75,Asphalt,1,0,37.8445,-94.3097,37.8590,-94.3006,27
KNVD,13,31,2581,40,Asphalt,0,0,37.8554,-94.3073,37.8503,-94.3010,135
KNVI,H1,H1,3000,3000,Turf,0,0,,,,,
KNWL,13,31,4365,150,Asphalt,1,0,27.6417,-97.3167,27.6317,-97.3056,135
KNWL,17,35,5000,200,Asphalt,1,0,27.6417,-97.3067,27.6278,-97.3067,180
KNXP,10,28,8015,150,Matting,1,0,34.3003,-116.1740,34.2919,-116.1500,112
KNYG,02,20,4250,184,Asphalt,1,0,38.4979,-77.3069,38.5093,-77.3031,15
KNYL,03L,21R,13300,200,Concrete,1,0,32.6368,-114.6290,32.6630,-114.5990,44
KNYL,03R,21L,9240,150,Permeable,1,0,32.6487,-114.6130,32.6670,-114.5920,44
KNYL,08,26,6146,150,Permeable,1,0,32.6659,-114.6060,32.6662,-114.5860,89
KNYL,17,35,5710,150,Permeable,1,1,32.6677,-114.6040,32.6520,-114.6040,179
KNZX,09,27,4599,1300,Grass,0,0,30.6806,-86.9008,30.6806,-86.8850,90
KNZY,11,29,7501,200,Permeable,1,0,32.7023,-117.2210,32.6914,-117.2010,122
KNZY,18,36,8001,200,Permeable,1,0,32.7100,-117.2120,32.6888,-117.2190,196
KOAJ,05,23,7100,150,Asphalt,1,0,34.8222,-77.6204,34.8361,-77.6039,44
KOAK,10L,28R,5457,150,Asphalt,1,0,37.7305,-122.2220,37.7248,-122.2050,112
KOAK,10R,28L,6213,150,Asphalt,1,0,37.7287,-122.2260,37.7223,-122.2060,112
KOAK,12,30,10520,150,Asphalt,1,0,37.7191,-122.2410,37.7015,-122.2140,130
KOAK,15,33,3376,75,Asphalt,1,0,37.7403,-122.2230,37.7314,-122.2200,165
KOAR,11,29,3483,75,Asphalt,1,0,36.6841,-121.7670,36.6797,-121.7580,123
KOBE,05,23,5000,100,Asphalt,1,0,27.2589,-80.8542,27.2689,-80.8433,44
KOBE,14,32,4001,75,Asphalt,0,0,27.2667,-80.8542,27.2589,-80.8456,135
KOBI,01,19,3304,75,Asphalt,1,0,39.2140,-74.7972,39.2230,-74.7972,360
KOBI,13,31,3074,75,Asphalt,0,0,39.2219,-74.7972,39.2176,-74.7878,120
KOCF,08,26,3009,50,Asphalt,0,0,29.1794,-82.2314,29.1808,-82.2221,80
KOCF,18,36,7467,150,Asphalt,1,0,29.1788,-82.2231,29.1598,-82.2230,180
KOCH,15,33,3610,75,Asphalt,1,1,31.5828,-94.7113,31.5739,-94.7062,154
KOCH,18,36,5000,75,Asphalt,1,0,31.5846,-94.7095,31.5709,-94.7108,185
KOCQ,04,22,1840,150,Grass,0,0,44.8733,-87.9129,44.8772,-87.9083,40
KOCQ,11,29,3199,75,Asphalt,1,0,44.8750,-87.9149,44.8721,-87.9032,110
KOCW,05,23,5000,100,Asphalt,1,0,35.5667,-77.0564,35.5777,-77.0463,37
KOCW,11,29,4000,150,Asphalt,0,1,35.5671,-77.0566,35.5666,-77.0432,92
KOCW,17,35,5000,75,Asphalt,1,0,35.5779,-77.0517,35.5654,-77.0446,155
KODO,02,20,5703,75,Asphalt,1,0,31.9141,-102.3930,31.9277,-102.3840,30
KODO,11,29,6200,100,Asphalt,0,0,31.9212,-102.3880,31.9166,-102.3780,120
KODO,16,34,5003,75,Asphalt,1,0,31.9280,-102.3910,31.9147,-102.3870,165
KODX,13,31,4721,75,Concrete,1,0,41.6287,-98.9581,41.6198,-98.9466,136
KODX,17,35,2012,218,Gravel,0,0,41.6247,-98.9501,41.6189,-98.9500,179
KOEA,03,21,2350,120,Grass,0,0,38.6875,-87.5548,38.6933,-87.5512,26
KOEA,09,27,3450,150,Grass,0,0,38.6878,-87.5591,38.6878,-87.5469,90
KOEA,14,32,2625,135,Grass,0,0,38.6940,-87.5524,38.6883,-87.5467,142
KOEB,04,22,3500,75,Asphalt,1,0,41.9310,-85.0517,41.9390,-85.0446,34
KOEB,07,25,5350,75,Asphalt,1,0,41.9295,-85.0641,41.9360,-85.0465,64
KOEB,16,34,2399,190,Grass,0,0,41.9364,-85.0530,41.9301,-85.0503,162
KOEL,08,26,2153,110,Grass,0,0,39.1158,-100.8210,39.1158,-100.8130,90
KOEL,16,34,5000,75,Asphalt,1,0,39.1167,-100.8180,39.1032,-100.8150,169
KOEO,04,22,2065,150,Grass,1,0,45.3102,-92.6978,45.3146,-92.6916,45
KOEO,10,28,5006,75,Asphalt,1,0,45.3098,-92.6974,45.3074,-92.6830,104
KOFF,12,30,11700,300,Ashphalt,1,1,41.1295,-95.9247,41.1092,-95.8917,129
KOFK,02,20,5800,100,Asphalt,1,0,41.9776,-97.4375,41.9926,-97.4304,19
KOFK,14,32,5806,100,Asphalt,1,0,41.9921,-97.4428,41.9795,-97.4297,142
KOFP,16,34,5402,100,Asphalt,1,0,37.7153,-77.4414,37.7025,-77.4319,150
KOGA,08,26,5102,75,Concrete,1,0,41.1178,-101.7810,41.1178,-101.7630,90
KOGA,13,31,3700,60,Asphalt,1,0,41.1259,-101.7710,41.1177,-101.7630,144
KOGB,05,23,4508,100,Asphalt,1,0,33.4564,-80.8639,33.4655,-80.8540,42
KOGB,13,31,2800,165,Grass,0,1,33.4658,-80.8603,33.4619,-80.8528,122
KOGB,17,35,5399,100,Asphalt,1,0,33.4606,-80.8619,33.4461,-80.8580,167
KOGD,03,21,8107,150,Asphalt,1,0,41.1880,-112.0210,41.2038,-112.0000,45
KOGD,07,25,5600,150,Asphalt,1,1,41.1979,-112.0220,41.1979,-112.0020,90
KOGD,17,35,5195,100,Asphalt,1,0,41.2009,-112.0150,41.1866,-112.0150,179
KOGM,17,35,3503,75,Asphalt,0,0,46.8501,-89.3691,46.8409,-89.3651,163
KOGS,09,27,6400,150,Asphalt,1,0,44.6801,-75.4752,44.6836,-75.4558,76
KOIC,01,19,4727,75,Asphalt,1,0,42.5601,-75.5245,42.5730,-75.5237,3
KOIN,03,21,1686,190,Grass,0,1,39.8315,-100.5400,39.8350,-100.5360,42
KOIN,12,30,2832,130,Turf,0,0,39.8361,-100.5430,39.8305,-100.5360,135
KOIN,17,35,4301,60,Asphalt,1,0,39.8401,-100.5400,39.8297,-100.5400,181
KOJA,17,35,5100,75,Concrete,1,0,35.5509,-98.6685,35.5388,-98.6685,180
KOJC,18,36,4097,75,Concrete,1,0,38.8532,-94.7376,38.8420,-94.7376,180
KOKB,07,25,2712,75,Asphalt,1,0,33.2173,-117.3559,33.2186,-117.3472,74
KOKC,13,31,7800,150,Permeable,1,0,35.4046,-97.6159,35.3894,-97.5974,135
KOKC,17L,35R,9802,150,Concrete,1,0,35.4052,-97.5889,35.3782,-97.5889,180
KOKC,17R,35L,9801,150,Concrete,1,0,35.4059,-97.6057,35.3790,-97.6057,180
KOKC,18,36,3079,75,Asphalt,1,0,35.3935,-97.6077,35.3854,-97.6077,180
KOKH,07,25,3265,60,Asphalt,1,0,48.2515,-122.6800,48.2515,-122.6670,90
KOKK,05,23,6001,150,Asphalt,1,0,40.5226,-86.0673,40.5327,-86.0541,45
KOKK,14,32,4001,150,Asphalt,1,0,40.5327,-86.0619,40.5249,-86.0517,135
KOKM,04,22,4300,150,Concrete,1,1,35.6582,-95.9567,35.6665,-95.9465,45
KOKM,18,36,5150,101,Concrete,1,0,35.6752,-95.9487,35.6611,-95.9485,179
KOKS,12,30,4699,60,Concrete,1,0,41.4064,-102.3630,41.3975,-102.3500,134
KOKV,14,32,5498,100,Asphalt,1,0,39.1488,-78.1514,39.1383,-78.1374,134
KOKZ,13,31,5501,75,Asphalt,1,0,32.9702,-82.8452,32.9632,-82.8311,120
KOLD,04,22,2802,75,Asphalt,1,0,44.9478,-68.6757,44.9559,-68.6710,22
KOLD,12,30,4001,75,Asphalt,1,0,44.9537,-68.6828,44.9524,-68.6674,97
KOLD,17W,35W,8400,100,Water,0,0,,,,,
KOLE,04,22,4800,100,Asphalt,1,0,42.2347,-78.3763,42.2459,-78.3669,32
KOLE,16,34,2117,100,Grass,0,0,42.2457,-78.3729,42.2408,-78.3687,148
KOLF,11,29,5091,100,Asphalt,1,0,48.0980,-105.5840,48.0910,-105.5660,120
KOLG,01,19,3100,60,Asphalt,1,0,46.3105,-91.8172,46.3190,-91.8156,8
KOLM,08,26,4157,150,Asphalt,0,0,46.9686,-122.8920,46.9659,-122.8760,104
KOLM,17,35,5500,150,Asphalt,1,0,46.9764,-122.9020,46.9616,-122.9070,191
KOLS,04,22,7200,100,Asphalt,1,0,31.4109,-110.8560,31.4245,-110.8400,46
KOLU,02,20,4135,150,Grass,0,0,41.4428,-97.3403,41.4527,-97.3327,30
KOLU,14,32,6801,100,Concrete,1,0,41.4574,-97.3499,41.4413,-97.3374,150
KOLV,18,36,6000,100,Asphalt,1,0,34.9870,-89.7869,34.9705,-89.7868,180
KOLY,04,22,3598,60,Asphalt,1,0,38.7166,-88.1788,38.7246,-88.1714,36
KOLY,11,29,4099,75,Asphalt,1,0,38.7246,-88.1845,38.7213,-88.1707,107
KOLZ,13,31,4000,75,Concrete,1,0,42.6841,-91.9800,42.6764,-91.9694,135
KOLZ,18,36,1822,85,Grass,0,0,42.6844,-91.9738,42.6797,-91.9741,183
KOMA,14L,32R,8500,150,Concrete,1,0,41.3135,-95.9004,41.2946,-95.8824,144
KOMA,14R,32L,9502,150,Permeable,1,0,41.3138,-95.9061,41.2926,-95.8859,144
KOMA,18,36,8154,150,Permeable,1,0,41.3134,-95.8945,41.2910,-95.8946,180
KOMH,08,26,3200,75,Asphalt,0,0,38.2454,-78.0507,38.2490,-78.0405,66
KOMK,17,35,4667,150,Asphalt,1,0,48.4707,-119.5170,48.4581,-119.5200,189
KOMN,04,22,4000,180,Asphalt,0,1,29.2947,-81.1161,29.3031,-81.1081,40
KOMN,09,27,4005,75,Asphalt,1,0,29.3008,-81.1202,29.3029,-81.1079,79
KOMN,13,31,4000,180,Asphalt,0,1,29.3053,-81.1183,29.2983,-81.1086,130
KOMN,17,35,3704,100,Asphalt,1,0,29.3053,-81.1147,29.2954,-81.1123,168
KONA,12,30,5679,100,Asphalt,1,0,44.0828,-91.7194,44.0758,-91.7022,120
KONA,17,35,2553,75,Asphalt,0,1,44.0765,-91.7036,44.0695,-91.7029,176
KONL,04,22,3200,60,Gravel,0,0,42.4658,-98.6901,42.4719,-98.6824,43
KONL,13,31,4408,75,Asphalt,1,0,42.4745,-98.6934,42.4653,-98.6827,139
KONM,06,24,4590,60,Asphalt,1,0,34.0216,-106.9140,34.0252,-106.9000,74
KONM,15,33,5841,75,Asphalt,1,0,34.0294,-106.9030,34.0140,-106.8970,164
KONO,15,33,5006,100,Asphalt,1,0,44.0257,-117.0160,44.0147,-117.0110,159
KONP,02,20,3001,75,Asphalt,1,0,44.5787,-124.0600,44.5853,-124.0530,37
KONP,16,34,5398,100,Asphalt,1,0,44.5868,-124.0590,44.5721,-124.0580,177
KONT,08L,26R,12197,150,Concrete,1,0,34.0569,-117.6230,34.0569,-117.5830,90
KONT,08R,26L,10200,150,Concrete,1,0,34.0550,-117.6160,34.0550,-117.5830,90
KONX,05,23,5502,150,Concrete,1,0,36.3944,-76.0202,36.4034,-76.0124,35
KONY,04,22,5100,75,Asphalt,0,0,33.3483,-98.8245,33.3581,-98.8127,45
KONY,13,31,5099,75,Asphalt,0,0,33.3535,-98.8245,33.3436,-98.8128,135
KONY,17,35,5101,75,Asphalt,1,0,33.3579,-98.8202,33.3439,-98.8203,180
KONZ,04,22,4846,100,Concrete,1,0,42.0934,-83.1624,42.1048,-83.1534,30
KONZ,17,35,4424,75,Concrete,1,0,42.1050,-83.1673,42.0932,-83.1636,167
KOOA,04,22,1926,75,Concrete,0,0,41.2268,-92.4964,41.2306,-92.4915,44
KOOA,13,31,4012,75,Concrete,1,0,41.2287,-92.4990,41.2210,-92.4886,135
KOPF,09L,27R,8002,150,Asphalt,1,0,25.9126,-80.2887,25.9138,-80.2644,87
KOPF,09R,27L,4309,100,Asphalt,1,0,25.8990,-80.2852,25.8997,-80.2721,87
KOPF,12,30,6800,150,Asphalt,1,0,25.9106,-80.2888,25.9007,-80.2712,122
KOPL,06,24,4051,100,Concrete,0,0,30.5531,-92.1057,30.5586,-92.0945,60
KOPL,11,29,4550,100,Concrete,0,1,30.5589,-92.1061,30.5528,-92.0936,120
KOPL,18,36,5999,100,Concrete,1,0,30.5680,-92.0989,30.5519,-92.0989,180
KOPN,12,30,6350,100,Asphalt,1,0,32.9582,-84.2714,32.9509,-84.2549,118
KOQN,09,27,3347,50,Asphalt,1,0,39.9891,-75.5877,39.9912,-75.5761,77
KOQU,01,19,4000,100,Asphalt,0,1,41.5906,-71.4056,41.6017,-71.4056,360
KOQU,05,23,4000,75,Asphalt,1,0,41.5886,-71.4132,41.5976,-71.4049,34
KOQU,10,28,2963,100,Asphalt,0,1,41.6014,-71.4153,41.6014,-71.4044,90
KOQU,16,34,7000,150,Permeable,1,0,41.6077,-71.4217,41.5909,-71.4059,145
KOQW,15,33,3304,60,Asphalt,1,0,42.0542,-90.7414,42.0460,-90.7362,155
KORB,13,31,4000,75,Asphalt,1,0,48.0200,-92.8615,48.0118,-92.8506,138
KORD,04L,22R,7500,150,Asphalt,1,0,41.9817,-87.9139,41.9975,-87.8964,39
KORD,04R,22L,8075,150,Asphalt,1,0,41.9533,-87.8994,41.9699,-87.8798,42
KORD,09C,27C,11245,200,Concrete,1,0,41.9883,-87.9316,41.9883,-87.8902,90
KORD,09L,27R,7500,150,Asphalt,1,0,42.0028,-87.9267,42.0028,-87.8991,90
KORD,09R,27L,11260,150,Asphalt,1,0,41.9839,-87.9184,41.9839,-87.8891,90
KORD,10C,28C,10800,200,Concrete,1,0,41.9657,-87.9315,41.9657,-87.8918,90
KORD,10L,28R,13000,150,Concrete,1,0,41.9690,-87.9315,41.9691,-87.8837,90
KORD,10R,28L,7500,150,Concrete,1,0,41.9572,-87.9279,41.9572,-87.9003,90
KORD,14L,32R,10005,150,Asphalt,1,1,42.0024,-87.9154,41.9814,-87.8917,140
KORD,15,33,9686,200,Asphalt,1,1,41.9904,-87.9331,41.9701,-87.9102,140
KORD,18,36,5332,150,Asphalt,1,1,41.9974,-87.9004,41.9828,-87.9004,180
KORE,01,19,5002,75,Asphalt,1,0,42.5612,-72.2903,42.5750,-72.2901,1
KORE,06,24,5000,150,Asphalt,0,1,42.5594,-72.2958,42.5694,-72.2831,43
KORE,14,32,4800,75,Asphalt,1,0,42.5760,-72.2938,42.5680,-72.2796,127
KORF,05,23,9001,150,Asphalt,1,0,36.8859,-76.2083,36.9054,-76.1894,38
KORF,14,32,4876,150,Asphalt,1,0,36.8968,-76.2122,36.8886,-76.1990,128
KORG,04,22,5500,75,Asphalt,1,0,30.0647,-93.8056,30.0737,-93.7962,42
KORG,13,31,3000,50,Grass,0,1,30.0722,-93.8108,30.0662,-93.8043,137
KORH,11,29,7001,150,Asphalt,1,0,42.2673,-71.8908,42.2660,-71.8650,94
KORH,15,33,5000,100,Asphalt,1,0,42.2728,-71.8787,42.2627,-71.8662,138
KORK,05,23,5002,75,Concrete,1,0,34.8286,-92.2590,34.8364,-92.2453,55
KORK,17,35,3019,75,Asphalt,1,0,34.8383,-92.2574,34.8301,-92.2574,180
KORL,07,25,6004,150,Asphalt,1,0,28.5428,-81.3393,28.5494,-81.3221,67
KORL,13,31,4625,100,Asphalt,1,0,28.5488,-81.3413,28.5405,-81.3304,131
KORS,16,34,2901,60,Asphalt,0,0,48.7123,-122.9110,48.7044,-122.9110,
KOSA,17,35,6004,100,Asphalt,1,0,33.1023,-94.9627,33.0887,-94.9604,172
KOSC,7,25,11800,200,Asphalt,1,0,44.4430,-83.4133,44.4601,-83.3748,58
KOSH,05,23,3424,75,Asphalt,0,0,43.9867,-88.5583,43.9933,-88.5491,45
KOSH,09,27,6179,150,Asphalt,1,0,43.9916,-88.5721,43.9915,-88.5487,91
KOSH,13,31,3061,75,Asphalt,0,0,43.9912,-88.5597,43.9859,-88.5507,129
KOSH,18,36,8002,150,Concrete,1,0,43.9858,-88.5564,43.9638,-88.5567,181
KOSU,05,23,3562,100,Asphalt,1,0,40.0763,-83.0784,40.0827,-83.0689,49
KOSU,09L,27R,2994,100,Asphalt,1,0,40.0827,-83.0789,40.0831,-83.0682,87
KOSU,09R,27L,5004,100,Asphalt,1,0,40.0771,-83.0816,40.0779,-83.0637,87
KOSU,14,32,3438,100,Asphalt,0,1,40.0840,-83.0767,40.0772,-83.0682,136
KOSX,14,32,5009,75,Asphalt,1,0,33.0953,-89.5475,33.0852,-89.5365,137
KOTG,11,29,5500,100,Asphalt,1,0,43.6576,-95.5854,43.6513,-95.5665,115
KOTG,17,35,4201,100,Asphalt,1,0,43.6616,-95.5835,43.6501,-95.5835,180
KOTH,05,23,5980,150,Asphalt,1,0,43.4147,-124.2610,43.4219,-124.2430,61
KOTH,13,31,4470,150,Asphalt,1,0,43.4198,-124.2460,43.4093,-124.2380,150
KOTM,04,22,4601,100,Asphalt,1,0,41.1031,-92.4542,41.1132,-92.4409,45
KOTM,13,31,6001,100,Permeable,1,0,41.1110,-92.4558,41.0995,-92.4407,135
KOUN,03,21,4748,100,Asphalt,1,0,35.2362,-97.4758,35.2467,-97.4664,36
KOUN,17,35,5200,100,Asphalt,1,0,35.2564,-97.4731,35.2422,-97.4730,180
KOVE,02,20,6020,100,Asphalt,1,0,39.4788,-121.6320,39.4927,-121.6200,33
KOVE,13,31,3540,100,Asphalt,1,0,39.4952,-121.6190,39.4874,-121.6110,144
KOVL,11,29,3501,75,Asphalt,1,0,44.7808,-95.0387,44.7763,-95.0268,118
KOVO,05,23,5002,75,Asphalt,1,0,39.0403,-85.6105,39.0495,-85.5975,48
KOVO,15,33,2730,50,Asphalt,0,0,39.0494,-85.6108,39.0428,-85.6064,153
KOVS,02,20,3658,58,Asphalt,1,0,43.1529,-90.6809,43.1625,-90.6769,17
KOVS,07,25,5000,75,Asphalt,1,0,43.1604,-90.6790,43.1657,-90.6618,67
KOWA,12,30,5500,100,Concrete,1,0,44.1276,-93.2693,44.1192,-93.2519,124
KOWB,06,24,5000,100,Asphalt,1,0,37.7360,-87.1730,37.7445,-87.1594,52
KOWB,18,36,8000,150,concrete/grooved,1,0,37.7489,-87.1678,37.7311,-87.1669,178
KOWD,10,28,3995,75,Asphalt,0,0,42.1921,-71.1785,42.1923,-71.1638,89
KOWD,17,35,4007,100,Asphalt,1,0,42.1938,-71.1779,42.1838,-71.1716,155
KOWI,05,23,2345,81,Grass,0,1,38.5361,-95.2563,38.5401,-95.2499,52
KOWI,13,31,1550,95,Grass,0,0,38.5397,-95.2569,38.5363,-95.2519,131
KOWI,17,35,4500,75,Asphalt,1,0,38.5456,-95.2521,38.5333,-95.2521,180
KOWK,03,21,3998,80,Asphalt,0,0,44.7089,-69.8688,44.7197,-69.8662,9
KOWK,15,33,4000,100,Asphalt,1,0,44.7202,-69.8714,44.7132,-69.8595,129
KOWP,17,35,5799,100,Asphalt,1,0,36.1832,-96.1526,36.1673,-96.1510,176
KOWX,09,27,4502,75,Asphalt,1,0,41.0355,-83.9901,41.0356,-83.9740,90
KOXB,02,20,3204,75,Permeable,1,0,38.3065,-75.1277,38.3151,-75.1258,10
KOXB,14,32,4074,75,Permeable,1,0,38.3140,-75.1270,38.3064,-75.1166,133
KOXC,18,36,5800,100,Asphalt,1,0,41.4861,-73.1369,41.4704,-73.1335,171
KOXD,05,23,4011,70,Asphalt,1,0,39.4984,-84.7895,39.5061,-84.7793,46
KOXI,09,27,3096,145,Grass,0,0,41.3299,-86.6739,41.3299,-86.6627,90
KOXI,18,36,5002,75,Asphalt,1,0,41.3364,-86.6622,41.3244,-86.6622,180
KOXR,07,25,5953,100,Asphalt,1,0,34.2009,-119.2171,34.2007,-119.1974,91
